GenomeA	GenomeB	Mean_AAI
Marinomonas ushuaiensis DSM 15871	Zymobacter palmae DSM 10491	53.31
Marinomonas ushuaiensis DSM 15871	Acinetobacter equi 114	52.40
Marinomonas ushuaiensis DSM 15871	Marinobacter hydrocarbonoclasticus ATCC 49840	55.38
Marinomonas ushuaiensis DSM 15871	Pseudomonas borbori DSM 17834	54.58
Marinomonas ushuaiensis DSM 15871	Marinagarivorans algicola Z1	54.73
Marinomonas ushuaiensis DSM 15871	Acinetobacter beijerinckii CIP 110307	52.27
Marinomonas ushuaiensis DSM 15871	Halomonas shengliensis CGMCC 1.6444	54.57
Marinomonas ushuaiensis DSM 15871	Marinobacter segnicrescens CGMCC 1.6489	55.50
Marinomonas ushuaiensis DSM 15871	Alcanivorax hongdengensis A-11-3	54.40
Marinomonas ushuaiensis DSM 15871	Moraxella ovis 199/55	51.66
Marinomonas ushuaiensis DSM 15871	Carnimonas nigrificans ATCC BAA-78	53.80
Marinomonas ushuaiensis DSM 15871	Pseudomonas mendocina ymp	54.53
Marinomonas ushuaiensis DSM 15871	Acinetobacter nectaris CIP 110549	51.52
Marinomonas ushuaiensis DSM 15871	Marinobacter adhaerens HP15	55.17
Marinomonas ushuaiensis DSM 15871	Pseudomonas kuykendallii NRRL B-59562	54.30
Marinomonas ushuaiensis DSM 15871	Halomonas halocynthiae DSM 14573	54.57
Marinomonas ushuaiensis DSM 15871	Acinetobacter towneri CIP 107472	52.31
Marinomonas ushuaiensis DSM 15871	Halomonas pantelleriensis AAP	53.91
Marinomonas ushuaiensis DSM 15871	Marinimicrobium agarilyticum DSM 16975	54.96
Marinomonas ushuaiensis DSM 15871	Acinetobacter soli GFJ2	51.87
Marinomonas ushuaiensis DSM 15871	Alcanivorax jadensis T9	54.36
Marinomonas ushuaiensis DSM 15871	Pseudomonas otitidis DSM 17224	54.44
Marinomonas ushuaiensis DSM 15871	Kushneria aurantia DSM 21353	52.82
Marinomonas ushuaiensis DSM 15871	Acinetobacter defluvii WCHA30	52.00
Marinomonas ushuaiensis DSM 15871	Marinomonas aquimarina CECT 5080	69.13
Marinomonas ushuaiensis DSM 15871	Marinobacter salarius R9SW1	55.60
Marinomonas ushuaiensis DSM 15871	Microbulbifer marinus CGMCC 1.10657	55.28
Marinomonas ushuaiensis DSM 15871	Moraxella cuniculi DSM 21768	51.10
Marinomonas ushuaiensis DSM 15871	Pseudomonas fuscovaginae LMG 2158	53.75
Marinomonas ushuaiensis DSM 15871	Acinetobacter radioresistens CIP 103788	52.25
Marinomonas ushuaiensis DSM 15871	Oblitimonas alkaliphila B4199	55.46
Marinomonas ushuaiensis DSM 15871	Hahella ganghwensis DSM 17046	55.13
Marinomonas ushuaiensis DSM 15871	Pseudomonas sagittaria JCM 18195	55.20
Marinomonas ushuaiensis DSM 15871	Halomonas boliviensis LC1	54.31
Marinomonas ushuaiensis DSM 15871	Ventosimonas gracilis CV58	54.67
Marinomonas ushuaiensis DSM 15871	Halomonas salina B6	54.24
Marinomonas ushuaiensis DSM 15871	Marinobacter subterrani JG233	55.43
Marinomonas ushuaiensis DSM 15871	Moraxella catarrhalis BBH18	51.48
Marinomonas ushuaiensis DSM 15871	Mangrovitalea sediminis M11-4	55.07
Marinomonas ushuaiensis DSM 15871	Halomonas daqiaonensis CGMCC 1.9150	54.21
Marinomonas ushuaiensis DSM 15871	Acinetobacter parvus CIP 108168	52.87
Marinomonas ushuaiensis DSM 15871	Neptunomonas phycophila CECT 8716	57.47
Marinomonas ushuaiensis DSM 15871	Pseudomonas oryzae KCTC 32247	54.84
Marinomonas ushuaiensis DSM 15871	Halomonas xinjiangensis TRM 0175	54.71
Marinomonas ushuaiensis DSM 15871	Dasania marina DSM 21967	55.21
Marinomonas ushuaiensis DSM 15871	Halomonas taeanensis BH539	54.41
Marinomonas ushuaiensis DSM 15871	Teredinibacter turnerae T7901	54.38
Marinomonas ushuaiensis DSM 15871	Marinobacterium profundum PAMC 27536	56.76
Marinomonas ushuaiensis DSM 15871	Marinomonas mediterranea MMB-1	69.40
Marinomonas ushuaiensis DSM 15871	Pseudomonas resinovorans NBRC 106553	54.63
Marinomonas ushuaiensis DSM 15871	Acinetobacter indicus CIP 110367	52.67
Marinomonas ushuaiensis DSM 15871	Pseudomonas fulva 12-X	54.44
Marinomonas ushuaiensis DSM 15871	Tamilnaduibacter salinus DSM 28688	54.98
Marinomonas ushuaiensis DSM 15871	Terasakiispira papahanaumokuakeensis PH27A	54.57
Marinomonas ushuaiensis DSM 15871	Nitrincola lacisaponensis 4CA	55.92
Marinomonas ushuaiensis DSM 15871	Psychrobacter phenylpyruvicus DSM 7000	51.39
Marinomonas ushuaiensis DSM 15871	Neptuniibacter caesariensis MED92	56.74
Marinomonas ushuaiensis DSM 15871	Marinobacter antarcticus CGMCC 1.10835	55.02
Marinomonas ushuaiensis DSM 15871	Acinetobacter apis ANC 5114	51.92
Marinomonas ushuaiensis DSM 15871	Cobetia crustatorum JO1	54.65
Marinomonas ushuaiensis DSM 15871	Acinetobacter schindleri ACE	52.48
Marinomonas ushuaiensis DSM 15871	Halomonas cupida DSM 4740	54.00
Marinomonas ushuaiensis DSM 15871	Spongiibacter tropicus DSM 19543	55.43
Marinomonas ushuaiensis DSM 15871	Neptuniibacter marinus ATR 1.1	57.20
Marinomonas ushuaiensis DSM 15871	Psychrobacter pacificensis DSM 23406	51.77
Marinomonas ushuaiensis DSM 15871	Pseudomonas xinjiangensis NRRL B-51270	55.49
Marinomonas ushuaiensis DSM 15871	Marinobacterium georgiense DSM 11526	56.54
Marinomonas ushuaiensis DSM 15871	Acinetobacter johnsonii XBB1	52.32
Marinomonas ushuaiensis DSM 15871	Marinobacterium jannaschii DSM 6295	56.56
Marinomonas ushuaiensis DSM 15871	Halomonas anticariensis FP35	54.26
Marinomonas ushuaiensis DSM 15871	Pseudomonas sabulinigri JCM 14963	55.44
Marinomonas ushuaiensis DSM 15871	Pseudohaliea rubra DSM 19751	54.69
Marinomonas ushuaiensis DSM 15871	Pseudomonas saudimassiliensis 12M76 air	55.48
Marinomonas ushuaiensis DSM 15871	Marinomonas profundimaris D104	82.12
Marinomonas ushuaiensis DSM 15871	Halotalea alkalilenta IHB B 13600	52.64
Marinomonas ushuaiensis DSM 15871	Perlucidibaca piscinae DSM 21586	54.40
Marinomonas ushuaiensis DSM 15871	Alcanivorax pacificus W11-5	53.84
Marinomonas ushuaiensis DSM 15871	Marinobacter salinus Hb8	55.44
Marinomonas ushuaiensis DSM 15871	Kangiella sediminilitoris KCTC 23892	53.41
Marinomonas ushuaiensis DSM 15871	Pseudomonas zeshuii KACC 15471	54.31
Marinomonas ushuaiensis DSM 15871	Alcanivorax dieselolei B5	53.23
Marinomonas ushuaiensis DSM 15871	Psychrobacter alimentarius PAMC 27889	51.00
Marinomonas ushuaiensis DSM 15871	Marinobacter persicus IBRC-M 10445	55.72
Marinomonas ushuaiensis DSM 15871	Marinomonas polaris DSM 16579	81.51
Marinomonas ushuaiensis DSM 15871	Pseudomonas formosensis JCM 18415	55.67
Marinomonas ushuaiensis DSM 15871	Halomonas elongata HEK1	54.56
Marinomonas ushuaiensis DSM 15871	Rugamonas rubra ATCC 43154	49.31
Marinomonas ushuaiensis DSM 15871	Halomonas aestuarii Hb3	54.64
Acinetobacter rudis DSM 24031	Pseudomonas litoralis 2SM5	53.52
Acinetobacter rudis DSM 24031	Oceanicoccus sagamiensis NBRC 107125	52.58
Acinetobacter rudis DSM 24031	Marinomonas posidonica IVIA-Po-181	51.78
Acinetobacter rudis DSM 24031	Acinetobacter populi PBJ7	68.04
Acinetobacter rudis DSM 24031	Moraxella nonliquefaciens CCUG 348	56.68
Acinetobacter rudis DSM 24031	Congregibacter litoralis KT71	51.27
Acinetobacter rudis DSM 24031	Halomonas zincidurans B6	52.35
Acinetobacter rudis DSM 24031	Acinetobacter larvae BRTC-1	72.19
Acinetobacter rudis DSM 24031	Pseudomonas hussainii JCM 19513	53.28
Acinetobacter rudis DSM 24031	Pseudomonas caeni DSM 24390	53.49
Acinetobacter rudis DSM 24031	Kushneria marisflavi SW32	51.22
Acinetobacter rudis DSM 24031	Acinetobacter junii 65	72.76
Acinetobacter rudis DSM 24031	Halomonas lutea DSM 23508	51.82
Acinetobacter rudis DSM 24031	Halomonas saccharevitans CGMCC 1.6493	51.96
Acinetobacter rudis DSM 24031	Haliea salexigens DSM 19537	51.62
Acinetobacter rudis DSM 24031	Pseudomonas protegens CHA0	52.73
Acinetobacter rudis DSM 24031	Alcanivorax borkumensis SK2	52.86
Acinetobacter rudis DSM 24031	Halioglobus pacificus RR3-57	51.65
Acinetobacter rudis DSM 24031	Marinomonas atlantica Cmf 18.22	52.27
Acinetobacter rudis DSM 24031	Chromohalobacter salexigens DSM 3043	51.60
Acinetobacter rudis DSM 24031	Pseudomonas aestusnigri VGXO14	53.13
Acinetobacter rudis DSM 24031	Halomonas subterranea CGMCC 1.6495	51.66
Acinetobacter rudis DSM 24031	Halomonas desiderata SP1	52.02
Acinetobacter rudis DSM 24031	Gilvimarinus agarilyticus JEA5	52.59
Acinetobacter rudis DSM 24031	Pseudomonas psychrotolerans PRS08-11306	53.07
Acinetobacter rudis DSM 24031	Chromohalobacter japonicus CJ	51.57
Acinetobacter rudis DSM 24031	Marinobacter excellens HL-55	52.22
Acinetobacter rudis DSM 24031	Moraxella lincolnii CCUG 9405	57.16
Acinetobacter rudis DSM 24031	Acinetobacter gerneri CIP 107464	73.04
Acinetobacter rudis DSM 24031	Saccharophagus degradans 2-40	52.84
Acinetobacter rudis DSM 24031	Halioglobus japonicus NBRC 107739	52.04
Acinetobacter rudis DSM 24031	Halomonas utahensis P-halo	51.37
Acinetobacter rudis DSM 24031	Gynuella sunshinyii YC6258	51.31
Acinetobacter rudis DSM 24031	Pseudomonas pelagia CL-AP6	52.85
Acinetobacter rudis DSM 24031	Halomonas jeotgali Hwa	51.93
Acinetobacter rudis DSM 24031	Microbulbifer variabilis ATCC 700307	51.74
Acinetobacter rudis DSM 24031	Amphritea japonica JAMM 1866	52.66
Acinetobacter rudis DSM 24031	Aidingimonas halophila DSM 19219	51.73
Acinetobacter rudis DSM 24031	Psychrobacter urativorans R10.10B	56.13
Acinetobacter rudis DSM 24031	Endozoicomonas numazuensis DSM 25634	52.13
Acinetobacter rudis DSM 24031	Moraxella porci CCUG 54912	57.08
Acinetobacter rudis DSM 24031	Oceanobacter kriegii DSM 6294	52.09
Acinetobacter rudis DSM 24031	Pseudomonas fluorescens F113	52.78
Acinetobacter rudis DSM 24031	Pseudomonas indica NBRC 103045	53.26
Acinetobacter rudis DSM 24031	Pseudomonas balearica DSM6083 (=SP1402)	53.51
Acinetobacter rudis DSM 24031	Acinetobacter bohemicus ANC 3994	73.59
Acinetobacter rudis DSM 24031	Pseudomonas anguilliseptica DSM 12111	53.04
Acinetobacter rudis DSM 24031	Marinomonas fungiae JCM 18476	51.99
Acinetobacter rudis DSM 24031	Azotobacter chroococcum NCIMB 8003	53.80
Acinetobacter rudis DSM 24031	Acinetobacter celticus ANC 4603	73.29
Acinetobacter rudis DSM 24031	Halomonas halodenitrificans DSM 735	52.06
Acinetobacter rudis DSM 24031	Moraxella osloensis CCUG 350	57.50
Acinetobacter rudis DSM 24031	Zymobacter palmae DSM 10491	51.33
Acinetobacter rudis DSM 24031	Acinetobacter equi 114	72.67
Acinetobacter rudis DSM 24031	Marinobacter hydrocarbonoclasticus ATCC 49840	52.13
Acinetobacter rudis DSM 24031	Pseudomonas borbori DSM 17834	53.25
Acinetobacter rudis DSM 24031	Marinagarivorans algicola Z1	52.88
Acinetobacter rudis DSM 24031	Acinetobacter beijerinckii CIP 110307	72.06
Acinetobacter rudis DSM 24031	Halomonas shengliensis CGMCC 1.6444	52.22
Acinetobacter rudis DSM 24031	Marinobacter segnicrescens CGMCC 1.6489	52.54
Acinetobacter rudis DSM 24031	Alcanivorax hongdengensis A-11-3	52.57
Acinetobacter rudis DSM 24031	Moraxella ovis 199/55	57.44
Acinetobacter rudis DSM 24031	Carnimonas nigrificans ATCC BAA-78	51.87
Acinetobacter rudis DSM 24031	Pseudomonas mendocina ymp	53.25
Acinetobacter rudis DSM 24031	Acinetobacter nectaris CIP 110549	69.26
Acinetobacter rudis DSM 24031	Marinobacter adhaerens HP15	52.19
Acinetobacter rudis DSM 24031	Pseudomonas kuykendallii NRRL B-59562	53.14
Acinetobacter rudis DSM 24031	Halomonas halocynthiae DSM 14573	51.84
Acinetobacter rudis DSM 24031	Acinetobacter towneri CIP 107472	74.61
Acinetobacter rudis DSM 24031	Halomonas pantelleriensis AAP	51.78
Acinetobacter rudis DSM 24031	Marinimicrobium agarilyticum DSM 16975	52.90
Acinetobacter rudis DSM 24031	Acinetobacter soli GFJ2	71.83
Acinetobacter rudis DSM 24031	Alcanivorax jadensis T9	52.48
Acinetobacter rudis DSM 24031	Pseudomonas otitidis DSM 17224	52.91
Acinetobacter rudis DSM 24031	Kushneria aurantia DSM 21353	51.02
Acinetobacter rudis DSM 24031	Acinetobacter defluvii WCHA30	74.65
Acinetobacter rudis DSM 24031	Marinomonas aquimarina CECT 5080	52.63
Acinetobacter rudis DSM 24031	Marinobacter salarius R9SW1	52.64
Acinetobacter rudis DSM 24031	Microbulbifer marinus CGMCC 1.10657	52.59
Acinetobacter rudis DSM 24031	Moraxella cuniculi DSM 21768	57.17
Acinetobacter rudis DSM 24031	Pseudomonas fuscovaginae LMG 2158	52.90
Acinetobacter rudis DSM 24031	Acinetobacter radioresistens CIP 103788	73.38
Acinetobacter rudis DSM 24031	Oblitimonas alkaliphila B4199	53.94
Acinetobacter rudis DSM 24031	Hahella ganghwensis DSM 17046	52.20
Acinetobacter rudis DSM 24031	Pseudomonas sagittaria JCM 18195	54.19
Acinetobacter rudis DSM 24031	Halomonas boliviensis LC1	51.74
Acinetobacter rudis DSM 24031	Ventosimonas gracilis CV58	53.15
Acinetobacter rudis DSM 24031	Halomonas salina B6	52.50
Acinetobacter rudis DSM 24031	Marinobacter subterrani JG233	52.38
Acinetobacter rudis DSM 24031	Moraxella catarrhalis BBH18	57.00
Acinetobacter rudis DSM 24031	Mangrovitalea sediminis M11-4	52.60
Acinetobacter rudis DSM 24031	Halomonas daqiaonensis CGMCC 1.9150	52.41
Acinetobacter rudis DSM 24031	Acinetobacter parvus CIP 108168	73.79
Acinetobacter rudis DSM 24031	Neptunomonas phycophila CECT 8716	52.26
Acinetobacter rudis DSM 24031	Pseudomonas oryzae KCTC 32247	54.26
Acinetobacter rudis DSM 24031	Halomonas xinjiangensis TRM 0175	52.22
Acinetobacter rudis DSM 24031	Dasania marina DSM 21967	52.29
Acinetobacter rudis DSM 24031	Halomonas taeanensis BH539	51.88
Acinetobacter rudis DSM 24031	Teredinibacter turnerae T7901	52.36
Acinetobacter rudis DSM 24031	Marinobacterium profundum PAMC 27536	52.26
Acinetobacter rudis DSM 24031	Marinomonas mediterranea MMB-1	51.71
Acinetobacter rudis DSM 24031	Pseudomonas resinovorans NBRC 106553	53.48
Acinetobacter rudis DSM 24031	Acinetobacter indicus CIP 110367	74.26
Acinetobacter rudis DSM 24031	Pseudomonas fulva 12-X	53.27
Acinetobacter rudis DSM 24031	Tamilnaduibacter salinus DSM 28688	52.33
Acinetobacter rudis DSM 24031	Terasakiispira papahanaumokuakeensis PH27A	52.28
Acinetobacter rudis DSM 24031	Nitrincola lacisaponensis 4CA	53.02
Acinetobacter rudis DSM 24031	Psychrobacter phenylpyruvicus DSM 7000	55.95
Acinetobacter rudis DSM 24031	Neptuniibacter caesariensis MED92	52.30
Acinetobacter rudis DSM 24031	Marinobacter antarcticus CGMCC 1.10835	52.40
Acinetobacter rudis DSM 24031	Acinetobacter apis ANC 5114	68.47
Acinetobacter rudis DSM 24031	Cobetia crustatorum JO1	52.08
Acinetobacter rudis DSM 24031	Acinetobacter schindleri ACE	73.11
Acinetobacter rudis DSM 24031	Halomonas cupida DSM 4740	51.41
Acinetobacter rudis DSM 24031	Spongiibacter tropicus DSM 19543	52.55
Acinetobacter rudis DSM 24031	Neptuniibacter marinus ATR 1.1	52.98
Acinetobacter rudis DSM 24031	Psychrobacter pacificensis DSM 23406	55.78
Acinetobacter rudis DSM 24031	Pseudomonas xinjiangensis NRRL B-51270	53.08
Acinetobacter rudis DSM 24031	Marinobacterium georgiense DSM 11526	52.74
Acinetobacter rudis DSM 24031	Acinetobacter johnsonii XBB1	72.94
Acinetobacter rudis DSM 24031	Marinobacterium jannaschii DSM 6295	52.61
Acinetobacter rudis DSM 24031	Halomonas anticariensis FP35	51.55
Acinetobacter rudis DSM 24031	Pseudomonas sabulinigri JCM 14963	52.53
Acinetobacter rudis DSM 24031	Pseudohaliea rubra DSM 19751	52.12
Acinetobacter rudis DSM 24031	Pseudomonas saudimassiliensis 12M76 air	53.66
Acinetobacter rudis DSM 24031	Marinomonas profundimaris D104	51.63
Acinetobacter rudis DSM 24031	Halotalea alkalilenta IHB B 13600	51.28
Acinetobacter rudis DSM 24031	Perlucidibaca piscinae DSM 21586	56.64
Acinetobacter rudis DSM 24031	Alcanivorax pacificus W11-5	52.77
Acinetobacter rudis DSM 24031	Marinobacter salinus Hb8	52.36
Acinetobacter rudis DSM 24031	Kangiella sediminilitoris KCTC 23892	51.83
Acinetobacter rudis DSM 24031	Pseudomonas zeshuii KACC 15471	53.33
Acinetobacter rudis DSM 24031	Alcanivorax dieselolei B5	51.87
Acinetobacter rudis DSM 24031	Psychrobacter alimentarius PAMC 27889	55.58
Acinetobacter rudis DSM 24031	Marinobacter persicus IBRC-M 10445	53.10
Acinetobacter rudis DSM 24031	Marinomonas polaris DSM 16579	51.53
Acinetobacter rudis DSM 24031	Pseudomonas formosensis JCM 18415	53.47
Acinetobacter rudis DSM 24031	Halomonas elongata HEK1	51.92
Acinetobacter rudis DSM 24031	Rugamonas rubra ATCC 43154	49.65
Acinetobacter rudis DSM 24031	Halomonas aestuarii Hb3	52.15
Oceanicoccus sagamiensis NBRC 107125	Marinomonas posidonica IVIA-Po-181	55.49
Oceanicoccus sagamiensis NBRC 107125	Acinetobacter populi PBJ7	52.65
Oceanicoccus sagamiensis NBRC 107125	Moraxella nonliquefaciens CCUG 348	51.70
Oceanicoccus sagamiensis NBRC 107125	Congregibacter litoralis KT71	57.36
Oceanicoccus sagamiensis NBRC 107125	Halomonas zincidurans B6	55.53
Oceanicoccus sagamiensis NBRC 107125	Acinetobacter larvae BRTC-1	53.00
Oceanicoccus sagamiensis NBRC 107125	Pseudomonas hussainii JCM 19513	56.59
Oceanicoccus sagamiensis NBRC 107125	Pseudomonas caeni DSM 24390	56.56
Oceanicoccus sagamiensis NBRC 107125	Kushneria marisflavi SW32	54.23
Oceanicoccus sagamiensis NBRC 107125	Acinetobacter junii 65	52.90
Oceanicoccus sagamiensis NBRC 107125	Halomonas lutea DSM 23508	55.54
Oceanicoccus sagamiensis NBRC 107125	Halomonas saccharevitans CGMCC 1.6493	55.04
Oceanicoccus sagamiensis NBRC 107125	Haliea salexigens DSM 19537	58.44
Oceanicoccus sagamiensis NBRC 107125	Pseudomonas protegens CHA0	55.72
Oceanicoccus sagamiensis NBRC 107125	Alcanivorax borkumensis SK2	55.87
Oceanicoccus sagamiensis NBRC 107125	Halioglobus pacificus RR3-57	58.30
Oceanicoccus sagamiensis NBRC 107125	Marinomonas atlantica Cmf 18.22	55.36
Oceanicoccus sagamiensis NBRC 107125	Chromohalobacter salexigens DSM 3043	55.19
Oceanicoccus sagamiensis NBRC 107125	Pseudomonas aestusnigri VGXO14	56.74
Oceanicoccus sagamiensis NBRC 107125	Halomonas subterranea CGMCC 1.6495	54.96
Oceanicoccus sagamiensis NBRC 107125	Halomonas desiderata SP1	55.00
Oceanicoccus sagamiensis NBRC 107125	Gilvimarinus agarilyticus JEA5	57.85
Oceanicoccus sagamiensis NBRC 107125	Pseudomonas psychrotolerans PRS08-11306	56.43
Oceanicoccus sagamiensis NBRC 107125	Chromohalobacter japonicus CJ	55.38
Oceanicoccus sagamiensis NBRC 107125	Marinobacter excellens HL-55	55.62
Oceanicoccus sagamiensis NBRC 107125	Moraxella lincolnii CCUG 9405	52.01
Oceanicoccus sagamiensis NBRC 107125	Acinetobacter gerneri CIP 107464	52.69
Oceanicoccus sagamiensis NBRC 107125	Saccharophagus degradans 2-40	57.24
Oceanicoccus sagamiensis NBRC 107125	Halioglobus japonicus NBRC 107739	59.36
Oceanicoccus sagamiensis NBRC 107125	Halomonas utahensis P-halo	54.66
Oceanicoccus sagamiensis NBRC 107125	Gynuella sunshinyii YC6258	54.84
Oceanicoccus sagamiensis NBRC 107125	Pseudomonas pelagia CL-AP6	56.45
Oceanicoccus sagamiensis NBRC 107125	Halomonas jeotgali Hwa	55.28
Oceanicoccus sagamiensis NBRC 107125	Microbulbifer variabilis ATCC 700307	57.65
Oceanicoccus sagamiensis NBRC 107125	Amphritea japonica JAMM 1866	57.47
Oceanicoccus sagamiensis NBRC 107125	Aidingimonas halophila DSM 19219	54.91
Oceanicoccus sagamiensis NBRC 107125	Psychrobacter urativorans R10.10B	51.68
Oceanicoccus sagamiensis NBRC 107125	Endozoicomonas numazuensis DSM 25634	55.94
Oceanicoccus sagamiensis NBRC 107125	Moraxella porci CCUG 54912	52.16
Oceanicoccus sagamiensis NBRC 107125	Oceanobacter kriegii DSM 6294	55.71
Oceanicoccus sagamiensis NBRC 107125	Pseudomonas fluorescens F113	55.64
Oceanicoccus sagamiensis NBRC 107125	Pseudomonas indica NBRC 103045	56.61
Oceanicoccus sagamiensis NBRC 107125	Pseudomonas balearica DSM6083 (=SP1402)	56.68
Oceanicoccus sagamiensis NBRC 107125	Acinetobacter bohemicus ANC 3994	52.42
Oceanicoccus sagamiensis NBRC 107125	Pseudomonas anguilliseptica DSM 12111	56.28
Oceanicoccus sagamiensis NBRC 107125	Marinomonas fungiae JCM 18476	55.28
Oceanicoccus sagamiensis NBRC 107125	Azotobacter chroococcum NCIMB 8003	56.84
Oceanicoccus sagamiensis NBRC 107125	Acinetobacter celticus ANC 4603	52.74
Oceanicoccus sagamiensis NBRC 107125	Halomonas halodenitrificans DSM 735	55.63
Oceanicoccus sagamiensis NBRC 107125	Moraxella osloensis CCUG 350	51.96
Oceanicoccus sagamiensis NBRC 107125	Zymobacter palmae DSM 10491	54.39
Oceanicoccus sagamiensis NBRC 107125	Acinetobacter equi 114	52.96
Oceanicoccus sagamiensis NBRC 107125	Marinobacter hydrocarbonoclasticus ATCC 49840	55.72
Oceanicoccus sagamiensis NBRC 107125	Pseudomonas borbori DSM 17834	56.21
Oceanicoccus sagamiensis NBRC 107125	Marinagarivorans algicola Z1	56.85
Oceanicoccus sagamiensis NBRC 107125	Acinetobacter beijerinckii CIP 110307	52.78
Oceanicoccus sagamiensis NBRC 107125	Halomonas shengliensis CGMCC 1.6444	55.58
Oceanicoccus sagamiensis NBRC 107125	Marinobacter segnicrescens CGMCC 1.6489	55.71
